330000,Nov 20 2018,735,http://www.redfin.com/CA/Mountain-View/501-Moorpark-Way-94041/unit-16/home/63740513
315000,Oct 5 2018,810,http://www.redfin.com/CA/Mountain-View/501-Moorpark-Way-94041/unit-82/home/1694329
310000,Aug 31 2018,800,http://www.redfin.com/CA/Mountain-View/501-Moorpark-Way-94041/unit-118/home/1798323
236000,Jul 31 2018,751,http://www.redfin.com/CA/Mountain-View/501-Moorpark-Way-94041/unit-80/home/52632885
255000,Jul 26 2018,650,http://www.redfin.com/CA/Mountain-View/501-Moorpark-Way-94041/unit-110/home/63740577
329000,Jun 30 2018,703,http://www.redfin.com/CA/Mountain-View/501-Moorpark-Way-94041/unit-39/home/145286281
299998,Oct 31 2017,600,http://www.redfin.com/CA/Mountain-View/501-Moorpark-Way-94041/unit-117/home/791766
265000,Oct 30 2015,622,http://www.redfin.com/CA/Mountain-View/501-Moorpark-Way-94041/unit-13/home/1412465
205000,Jul 16 2015,658,http://www.redfin.com/CA/Mountain-View/501-Moorpark-Way-94041/unit-35/home/591338
195000,Aug 22 2014,629,http://www.redfin.com/CA/Mountain-View/501-Moorpark-Way-94041/unit-32/home/2123076
172000,Oct 8 2013,729,http://www.redfin.com/CA/Mountain-View/501-Moorpark-Way-94041/unit-87/home/12179552
120000,Aug 14 2012,615,http://www.redfin.com/CA/Mountain-View/501-Moorpark-Way-94041/unit-25/home/1223103
155000,Jul 28 2012,575,http://www.redfin.com/CA/Mountain-View/501-Moorpark-Way-94041/unit-65/home/39910114
163500,Jun 25 2012,610,http://www.redfin.com/CA/Mountain-View/501-Moorpark-Way-94041/unit-95/home/12179549
140000,Apr 27 2012,589,http://www.redfin.com/CA/Mountain-View/501-Moorpark-Way-94041/unit-52/home/963670
132500,Feb 13 2012,591,http://www.redfin.com/CA/Mountain-View/501-Moorpark-Way-94041/unit-112/home/1033811
153000,Dec 22 2011,602,http://www.redfin.com/CA/Mountain-View/501-Moorpark-Way-94041/unit-101/home/1053577
50000,Jul 29 2011,600,http://www.redfin.com/CA/Mountain-View/501-Moorpark-Way-94041/unit-129/home/39982138
110000,Nov 9 2010,606,http://www.redfin.com/CA/Mountain-View/501-Moorpark-Way-94041/unit-66/home/2125161
103000,Aug 5 2010,602,http://www.redfin.com/CA/Mountain-View/501-Moorpark-Way-94041/unit-30/home/879690
125000,Aug 4 2010,564,http://www.redfin.com/CA/Mountain-View/501-Moorpark-Way-94041/unit-4/home/39910141
143000,Jun 16 2010,580,http://www.redfin.com/CA/Mountain-View/501-Moorpark-Way-94041/unit-67/home/1558450
55000,Dec 17 2009,594,http://www.redfin.com/CA/Mountain-View/501-Moorpark-Way-94041/unit-119/home/21685479
105000,Oct 9 2009,540,http://www.redfin.com/CA/Mountain-View/501-Moorpark-Way-94041/unit-71/home/21709383
105000,Aug 7 2009,542,http://www.redfin.com/CA/Mountain-View/501-Moorpark-Way-94041/unit-28/home/39910003
59900,Jul 31 2009,611,http://www.redfin.com/CA/Mountain-View/501-Moorpark-Way-94041/unit-97/home/21684854
125000,Feb 17 2009,577,http://www.redfin.com/CA/Mountain-View/501-Moorpark-Way-94041/unit-134/home/39909988
67000,Oct 28 2008,575,http://www.redfin.com/CA/Mountain-View/501-Moorpark-Way-94041/unit-120/home/21856608
80000,Aug 26 2008,531,http://www.redfin.com/CA/Mountain-View/501-Moorpark-Way-94041/unit-51/home/23476942
154000,Apr 29 2008,581,http://www.redfin.com/CA/Mountain-View/501-Moorpark-Way-94041/unit-107/home/1609402
134000,Feb 12 2008,540,http://www.redfin.com/CA/Mountain-View/501-Moorpark-Way-94041/unit-105/home/23476928
65000,Jan 24 2008,581,http://www.redfin.com/CA/Mountain-View/501-Moorpark-Way-94041/unit-115/home/21856229
153000,Oct 10 2007,559,http://www.redfin.com/CA/Mountain-View/501-Moorpark-Way-94041/unit-61/home/12181275
169000,Oct 19 2006,505,http://www.redfin.com/CA/Mountain-View/501-Moorpark-Way-94041/unit-73/home/12179553
88000,Jun 8 2006,495,http://www.redfin.com/CA/Mountain-View/501-Moorpark-Way-94041/unit-56/home/1591461
86000,Aug 20 2004,481,http://www.redfin.com/CA/Mountain-View/501-Moorpark-Way-94041/unit-79/home/1681223
59000,Apr 8 2004,459,http://www.redfin.com/CA/Mountain-View/501-Moorpark-Way-94041/unit-81/home/1354604
108000,Nov 12 2003,468,http://www.redfin.com/CA/Mountain-View/501-Moorpark-Way-94041/unit-55/home/624249
86000,Aug 6 2002,409,http://www.redfin.com/CA/Mountain-View/501-Moorpark-Way-94041/unit-93/home/547531
147000,Nov 12 2001,423,http://www.redfin.com/CA/Mountain-View/501-Moorpark-Way-94041/unit-41/home/1523846
85000,Oct 19 2001,409,http://www.redfin.com/CA/Mountain-View/501-Moorpark-Way-94041/unit-59/home/63740569
69000,May 18 2000,334,http://www.redfin.com/CA/Mountain-View/501-Moorpark-Way-94041/unit-15/home/1212241
93500,Aug 2 1999,357,http://www.redfin.com/CA/Mountain-View/501-Moorpark-Way-94041/unit-75/home/1220922